example_id,batch_index,dataset_item_index,episode_index,segment_start,rollout_start_offset,absolute_start_timestep,dynamic_mae_h1,dynamic_mae_h5,dynamic_mae_h15,h15_minus_h5,h15_minus_h1,ally_dynamic_mae_h1,ally_dynamic_mae_h15,enemy_dynamic_mae_h1,enemy_dynamic_mae_h15,visible_enemy_dynamic_mae_h15,hidden_enemy_dynamic_mae_h15,position_mae_h1,position_mae_h5,position_mae_h15,health_mae_h1,health_mae_h15,target_dynamic_change_h15,predicted_dynamic_change_h15,predicted_to_target_change_ratio_h15,target_health_change_h15,presence_false_positive_h15,presence_false_negative_h15,presence_error_rate_h15,health_out_of_range_fraction_h15,natural_enemy_visibility_changes_h1_h15,hidden_enemy_dynamic_coordinate_count_h15,enemy_dynamic_coordinate_count_h15
ep00129_t0014_item002409,0,2409,129,12,2,14,0.025266433134675026,0.0310544203966856,0.03580423444509506,0.004749814048409462,0.010537801310420036,0.031172562390565872,0.03787515312433243,0.020696211606264114,0.035163238644599915,0.035163238644599915,,0.018547164276242256,0.032211288809776306,0.06683197617530823,0.06064680218696594,0.08897954225540161,0.019540438428521156,0.03168530389666557,1.6215247171945648,0.02654544822871685,0.0,0.0,0.0,0.0,0.0,0.0,84.0
ep00129_t0015_item002409,0,2409,129,12,3,15,0.026503080502152443,0.024220304563641548,0.03590727970004082,0.011686975136399269,0.009404199197888374,0.033874545246362686,0.04027622193098068,0.020798971876502037,0.03455498814582825,0.03455498814582825,,0.019958455115556717,0.029270833358168602,0.06370960921049118,0.05440237745642662,0.09441091865301132,0.01935156062245369,0.03136869892477989,1.6209906547993174,0.029590904712677002,0.0,0.0,0.0,0.0,0.0,0.0,84.0
ep00129_t0016_item002409,0,2409,129,12,4,16,0.02150147780776024,0.027764305472373962,0.037041906267404556,0.009277600795030594,0.015540428459644318,0.021764814853668213,0.04438277333974838,0.021338459104299545,0.034769732505083084,0.034769732505083084,,0.017945852130651474,0.03197922185063362,0.0753437802195549,0.058669786900281906,0.09217897057533264,0.01785295456647873,0.03168622404336929,1.7748448261255505,0.01913636364042759,0.0,0.0,0.0,0.0,0.0,0.0,84.0
ep00129_t0017_item002409,0,2409,129,12,5,17,0.023694470524787903,0.0296181570738554,0.03475108742713928,0.005132930353283882,0.01105661690235138,0.031077709048986435,0.04414884001016617,0.019123895093798637,0.03184225410223007,0.03184225410223007,,0.02031686156988144,0.03445851057767868,0.0641365572810173,0.0726747140288353,0.08746347576379776,0.018753105774521828,0.03346262127161026,1.7843775678518776,0.02199999801814556,0.0,0.0,0.0,0.0,0.0,0.0,84.0
ep00129_t0018_item002409,0,2409,129,12,6,18,0.025245768949389458,0.024684742093086243,0.03408972918987274,0.009404987096786499,0.008843960240483284,0.03434997797012329,0.042282674461603165,0.019609829410910606,0.03155381977558136,0.03155381977558136,,0.020450592041015625,0.039868518710136414,0.05973811820149422,0.0713290199637413,0.08823883533477783,0.01546033751219511,0.03194870799779892,2.0664948596754624,0.02200000360608101,0.0,0.0,0.0,0.0,0.0,0.0,84.0
ep00129_t0019_item002409,0,2409,129,12,7,19,0.02065509743988514,0.025665495544672012,0.036172445863485336,0.010506950318813324,0.015517348423600197,0.021415524184703827,0.047853562980890274,0.020302042365074158,0.03255686163902283,0.03255686163902283,,0.021035607904195786,0.044659096747636795,0.06331858783960342,0.055776357650756836,0.09940729290246964,0.015405305661261082,0.031225111335515976,2.0269063154025,0.02200000360608101,0.0,0.0,0.0,0.0,0.0,0.0,84.0
ep00129_t0020_item002409,0,2409,129,12,8,20,0.02246035821735859,0.024973683059215546,0.03347597271203995,0.008502289652824402,0.011015614494681358,0.02924172766506672,0.039854131639003754,0.01931186579167843,0.031501781195402145,0.031501781195402145,,0.020351413637399673,0.03978537768125534,0.055853016674518585,0.05311572924256325,0.09312216937541962,0.012823407538235188,0.02922990918159485,2.279418250916604,0.025090904906392097,0.0,0.0,0.0,0.0,0.0,0.0,84.0
ep00129_t0021_item002409,0,2409,129,12,9,21,0.02692328207194805,0.024382334202528,0.03541909530758858,0.011036761105060577,0.008495813235640526,0.037407465279102325,0.04586096480488777,0.022055627778172493,0.0321870855987072,0.0321870855987072,,0.022026559337973595,0.038757774978876114,0.05997122824192047,0.07066942006349564,0.10064613819122314,0.014657847583293915,0.032043687999248505,2.186111420326806,0.03563636168837547,0.0,0.0,0.0,0.0,0.0,0.0,84.0
ep00129_t0022_item002409,0,2409,129,12,10,22,0.020391134545207024,0.025843502953648567,0.03440412878990173,0.008560625836253166,0.01401299424469471,0.022460218518972397,0.04338262975215912,0.019750704988837242,0.03162507340312004,0.03162507340312004,,0.023543711751699448,0.04348529130220413,0.06213001534342766,0.05066178739070892,0.07881592959165573,0.018200015649199486,0.03465189412236214,1.903948589400596,0.0646868646144867,0.0,0.0,0.0,0.09090909361839294,0.0,0.0,84.0
ep00129_t0023_item002409,0,2409,129,12,11,23,0.020472487434744835,0.02471374161541462,0.03687974810600281,0.012166006490588188,0.016407260671257973,0.02198105677962303,0.057970479130744934,0.020005550235509872,0.0303516648709774,0.0303516648709774,,0.026202991604804993,0.03866726532578468,0.060359928756952286,0.05165830999612808,0.10100135207176208,0.023065656423568726,0.040806274861097336,1.7691356409610377,0.10222222656011581,0.0,0.0,0.0,0.09090909361839294,0.0,0.0,84.0
ep00129_t0024_item002409,0,2409,129,12,12,24,0.020020537078380585,0.024582086130976677,0.03255818784236908,0.007976101711392403,0.012537650763988495,0.020959075540304184,0.05493601784110069,0.019730035215616226,0.02909495122730732,0.02909495122730732,,0.024788301438093185,0.03440798819065094,0.05038946866989136,0.056198738515377045,0.08880563825368881,0.010171961970627308,0.029484493657946587,2.898604393438198,0.030611110851168633,0.0,0.0,0.0,0.0,0.0,0.0,84.0
ep00129_t0025_item002409,0,2409,129,12,13,25,0.01916573755443096,0.024924613535404205,0.031287845224142075,0.006363231688737869,0.012122107669711113,0.02266315557062626,0.04543684050440788,0.018083203583955765,0.02909811958670616,0.02909811958670616,,0.020763898268342018,0.03374890610575676,0.047483548521995544,0.051724907010793686,0.08478529006242752,0.010462944395840168,0.0283201914280653,2.7067133644832113,0.03255555406212807,0.0,0.0,0.0,0.0,0.0,0.0,84.0
ep00129_t0026_item002409,0,2409,129,12,14,26,0.019482750445604324,0.024711793288588524,0.031262073665857315,0.006550280377268791,0.01177932322025299,0.023840587586164474,0.04134144261479378,0.018133899196982384,0.029702169820666313,0.029702169820666313,,0.023351415991783142,0.03488687425851822,0.05175149813294411,0.05034473165869713,0.07277899980545044,0.01240561157464981,0.028936022892594337,2.3324946713407924,0.04116666316986084,0.0,0.0,0.0,0.0,0.0,0.0,84.0
ep00129_t0027_item002409,0,2409,129,12,15,27,0.01942654885351658,0.024374207481741905,0.030914539471268654,0.006540331989526749,0.011487990617752075,0.023161383345723152,0.03897799924015999,0.018270529806613922,0.02966662310063839,0.02966662310063839,,0.023104509338736534,0.03511621057987213,0.05422546714544296,0.051277317106723785,0.05851101130247116,0.012568670324981213,0.02877594530582428,2.2894979788458483,0.048277776688337326,0.0,0.0,0.0,0.0,0.0,0.0,84.0
ep00129_t0028_item002409,0,2409,129,12,16,28,0.0189413633197546,0.024212755262851715,0.03078855387866497,0.006575798615813255,0.01184719055891037,0.021619101986289024,0.038611385971307755,0.018112536519765854,0.02957787923514843,0.02957787923514843,,0.022026922553777695,0.03512360528111458,0.055754248052835464,0.05378999933600426,0.05484709516167641,0.013019183650612831,0.02980974316596985,2.2896783673964585,0.05168518051505089,0.0,0.0,0.0,0.0,0.0,0.0,84.0
ep00129_t0029_item002409,0,2409,129,12,17,29,0.019855525344610214,0.024146821349859238,0.031562693417072296,0.0074158720672130585,0.011707168072462082,0.02372119016945362,0.044377345591783524,0.018659010529518127,0.029579469934105873,0.029579469934105873,,0.02418692223727703,0.03198390081524849,0.05653207749128342,0.05589064583182335,0.0612996406853199,0.01283594872802496,0.028298936784267426,2.2046626536051708,0.06299999356269836,0.0,0.0,0.0,0.0,0.0,0.0,84.0
ep00129_t0030_item002409,0,2409,129,12,18,30,0.019499855116009712,0.024605145677924156,0.033313214778900146,0.00870806910097599,0.013813359662890434,0.021389981731772423,0.05771605670452118,0.01891481503844261,0.02953658252954483,0.02953658252954483,,0.02701330929994583,0.03287266194820404,0.0571383461356163,0.05536768585443497,0.07545493543148041,0.014313243329524994,0.02955647185444832,2.0649737570994815,0.07409258931875229,0.0,0.0,0.0,0.0,0.0,0.0,84.0
ep00129_t0031_item002409,0,2409,129,12,19,31,0.019569847732782364,0.025416113436222076,0.03450298681855202,0.00908687338232994,0.014933139085769653,0.021460849791765213,0.06765199452638626,0.018984537571668625,0.02937278524041176,0.02937278524041176,,0.02479729801416397,0.035552721470594406,0.054119765758514404,0.05729498714208603,0.08813431859016418,0.01394523773342371,0.030441390350461006,2.1829237286862164,0.08520369976758957,0.0,0.0,0.0,0.0,0.0,0.0,84.0
ep00199_t0080_item004817,0,4817,199,80,0,80,0.027640076354146004,0.02758551575243473,0.03406943753361702,0.006483921781182289,0.006429361179471016,0.03548851236701012,0.04663332179188728,0.019137604162096977,0.02045856975018978,0.02045856975018978,,0.03085978701710701,0.03772648423910141,0.0554414838552475,0.06438469141721725,0.08831047266721725,0.006667638197541237,0.03436056151986122,5.1533332346275245,0.0,0.0,0.0,0.0,0.1666666716337204,0.0,0.0,24.0
ep00199_t0081_item004817,0,4817,199,80,1,81,0.028063682839274406,0.02737543359398842,0.033588457852602005,0.006213024258613586,0.005524775013327599,0.03720571845769882,0.045768335461616516,0.018159816041588783,0.02039358951151371,0.02039358951151371,,0.03571508824825287,0.045043621212244034,0.06389506161212921,0.060173261910676956,0.08353955298662186,0.00894201546907425,0.03271060064435005,3.6580791833204604,0.0,0.0,0.0,0.0,0.1666666716337204,0.0,0.0,24.0
ep00199_t0082_item004817,0,4817,199,80,2,82,0.026809237897396088,0.025816505774855614,0.030377084389328957,0.004560578614473343,0.003567846491932869,0.03473162651062012,0.039720211178064346,0.01822664402425289,0.02025536634027958,0.02025536634027958,,0.03141067177057266,0.04680143669247627,0.059273749589920044,0.058820318430662155,0.08018770813941956,0.010058811865746975,0.03089156188070774,3.071094508279056,0.0,0.0,0.0,0.0,0.1666666716337204,0.0,0.0,24.0
ep00199_t0083_item004817,0,4817,199,80,3,83,0.025798652321100235,0.02565188892185688,0.03343653306365013,0.007784644141793251,0.007637880742549896,0.03293836861848831,0.04579905420541763,0.01806395687162876,0.02004379965364933,0.02004379965364933,,0.0316227450966835,0.045386239886283875,0.05683326721191406,0.056195806711912155,0.10378975421190262,0.020596520975232124,0.03403599560260773,1.6525118802120482,0.07733333110809326,0.0,0.0,0.0,0.1666666716337204,0.0,0.0,24.0
ep00199_t0084_item004817,0,4817,199,80,4,84,0.024092089384794235,0.023539971560239792,0.0333893783390522,0.009849406778812408,0.009297288954257965,0.029768934473395348,0.0457104817032814,0.017942173406481743,0.020041514188051224,0.020041514188051224,,0.030194513499736786,0.04073698818683624,0.05422245338559151,0.055280279368162155,0.09946134686470032,0.018222751095891,0.034564293920993805,1.8967659569683537,0.07733333110809326,0.0,0.0,0.0,0.1666666716337204,0.0,0.0,24.0
ep00199_t0085_item004817,0,4817,199,80,5,85,0.025265837088227272,0.02518472447991371,0.03329605236649513,0.008111327886581421,0.00803021527826786,0.03196747601032257,0.04553145170211792,0.018005724996328354,0.02004103735089302,0.02004103735089302,,0.03284953907132149,0.03635771572589874,0.04516704007983208,0.055941492319107056,0.10095670819282532,0.015269629657268524,0.03432149440050125,2.247696582750048,0.07733333110809326,0.0,0.0,0.0,0.1666666716337204,0.0,0.0,24.0
ep00199_t0086_item004817,0,4817,199,80,6,86,0.02510434202849865,0.02587699703872204,0.033187031745910645,0.007310034707188606,0.008082689717411995,0.0315341092646122,0.045282378792762756,0.018138760700821877,0.02008373849093914,0.02008373849093914,,0.031143609434366226,0.035267192870378494,0.041674863547086716,0.057767461985349655,0.10853015631437302,0.01330088172107935,0.03303571417927742,2.4837236261504483,0.07733333110809326,0.0,0.0,0.0,0.1666666716337204,0.0,0.0,24.0
ep00199_t0087_item004817,0,4817,199,80,7,87,0.025864560157060623,0.025843359529972076,0.03548552095890045,0.009642161428928375,0.009620960801839828,0.033128734678030014,0.049587808549404144,0.017995042726397514,0.020208043977618217,0.020208043977618217,,0.03221766650676727,0.03652146831154823,0.045719269663095474,0.058250654488801956,0.11902820318937302,0.013267009519040585,0.03106107749044895,2.3412267433644804,0.07733333110809326,0.0,0.0,0.0,0.1666666716337204,0.0,0.0,24.0
ep00199_t0088_item004817,0,4817,199,80,8,88,0.02558017708361149,0.024745745584368706,0.041379813104867935,0.01663406752049923,0.015799636021256447,0.032575126737356186,0.06094898656010628,0.018002314493060112,0.0201798714697361,0.0201798714697361,,0.03013189136981964,0.035064857453107834,0.05092250183224678,0.058321863412857056,0.16288794577121735,0.01945146545767784,0.03111153282225132,1.599444159615801,0.11599999666213989,0.0,0.0,0.0,0.1666666716337204,0.0,0.0,24.0
ep00199_t0089_item004817,0,4817,199,80,9,89,0.02523096092045307,0.025003544986248016,0.04286313056945801,0.01785958558320999,0.017632169649004936,0.031827084720134735,0.06393054127693176,0.018085164949297905,0.020040098577737808,0.020040098577737808,,0.02836187183856964,0.04119167849421501,0.04881129041314125,0.057462286204099655,0.16546158492565155,0.017382508143782616,0.033410411328077316,1.9220707996634865,0.11599999666213989,0.0,0.0,0.0,0.3333333432674408,0.0,0.0,24.0
ep00199_t0090_item004817,0,4817,199,80,10,90,0.02551642619073391,0.024737369269132614,0.04170919582247734,0.016971826553344727,0.01619276963174343,0.03247591108083725,0.06190876290202141,0.01797698251903057,0.01982632651925087,0.01982632651925087,,0.030778799206018448,0.03916242718696594,0.04925989732146263,0.057609785348176956,0.15772537887096405,0.019351258873939514,0.03249003365635872,1.678962276718508,0.11599999666213989,0.0,0.0,0.0,0.3333333432674408,0.0,0.0,24.0
ep00199_t0091_item004817,0,4817,199,80,11,91,0.024334242567420006,0.02600811794400215,0.041681546717882156,0.015673428773880005,0.01734730415046215,0.03006087802350521,0.061794403940439224,0.018130386248230934,0.019892621785402298,0.019892621785402298,,0.02923460677266121,0.039193153381347656,0.05369946360588074,0.057146936655044556,0.14463843405246735,0.01924736052751541,0.03253818675875664,1.6905272134452454,0.11599999666213989,0.0,0.0,0.0,0.3333333432674408,0.0,0.0,24.0
ep00199_t0092_item004817,0,4817,199,80,12,92,0.02294379658997059,0.02568243443965912,0.046084605157375336,0.020402170717716217,0.023140808567404747,0.027509383857250214,0.06994794309139252,0.01799774542450905,0.020232660695910454,0.020232660695910454,,0.026136364787817,0.0391402393579483,0.05900950729846954,0.056267011910676956,0.18432743847370148,0.02290298417210579,0.03403741493821144,1.4861563315258541,0.15466666221618652,0.0,0.0,0.0,0.3333333432674408,0.0,0.0,24.0
ep00199_t0093_item004817,0,4817,199,80,13,93,0.023754384368658066,0.028350310400128365,0.04530266299843788,0.016952352598309517,0.021548278629779816,0.029150644317269325,0.06879010796546936,0.017908437177538872,0.019857926294207573,0.019857926294207573,,0.03220425173640251,0.04055421054363251,0.06100840121507645,0.055351484566926956,0.18659083545207977,0.024500517174601555,0.032445333898067474,1.3242713885118274,0.15466666221618652,0.0,0.0,0.0,0.1666666716337204,0.0,0.0,24.0
ep00199_t0094_item004817,0,4817,199,80,14,94,0.023577256128191948,0.02845602296292782,0.02596008963882923,-0.002495933324098587,0.0023828335106372833,0.028889549896121025,0.03745853900909424,0.0178222693502903,0.019731763750314713,0.019731763750314713,,0.028419598937034607,0.04099515452980995,0.04212544858455658,0.054339319467544556,0.08160816133022308,0.0024294548202306032,0.0240388922393322,9.894768175623218,0.0,1.0,0.0,0.09090909361839294,0.25,0.0,0.0,24.0
ep00199_t0095_item004817,0,4817,199,80,15,95,0.023836325854063034,0.027923811227083206,0.025676842778921127,-0.002246968448162079,0.0018405169248580933,0.029422355815768242,0.03745764493942261,0.01778479851782322,0.019295576959848404,0.019295576959848404,,0.03162415325641632,0.03763518109917641,0.0421295203268528,0.052304815500974655,0.06755481660366058,0.004451827611774206,0.025420386344194412,5.710101235043896,0.0,0.0,0.0,0.0,0.25,0.0,0.0,24.0
ep00199_t0096_item004817,0,4817,199,80,16,96,0.022422831505537033,0.029025012627243996,0.02662733569741249,-0.002397676929831505,0.004204504191875458,0.02692277543246746,0.04069314897060394,0.017547888681292534,0.019008351489901543,0.019008351489901543,,0.031828612089157104,0.04212735965847969,0.04100647196173668,0.055320966988801956,0.07857929170131683,0.0035346022341400385,0.02602243237197399,7.36219541781204,0.0,0.0,0.0,0.0,0.25,0.0,0.0,24.0
ep00199_t0097_item004817,0,4817,199,80,17,97,0.02871667593717575,0.030759714543819427,0.02832011878490448,-0.0024395957589149475,-0.00039655715227127075,0.03902852535247803,0.04609191417694092,0.017545504495501518,0.018693728372454643,0.018693728372454643,,0.03442564606666565,0.045276764780282974,0.0366770476102829,0.10423225909471512,0.09341846406459808,0.003534605260938406,0.029073167592287064,8.225294041623307,0.0,0.0,0.0,0.0,0.25,0.0,0.0,24.0
