target_timestep,transition_action_timestep,slot_idx,entity,faction,action_id_if_ally,slot_present,observed_at_input_t,observed_at_target_t,one_step_presence_score,open_loop_presence_score,feature_idx,feature,feature_group,actual,reconstruction,one_step,open_loop,recon_abs_error,one_step_abs_error,open_loop_abs_error,one_minus_actual,open_loop_minus_actual
2,1,2,A2,ally,2,True,True,True,1.0,1.0,4,shield,health_shield,1.0,1.017039,1.000986,0.998071,0.017039,0.000986,0.001929,0.000986,-0.001929
2,1,3,A3,ally,1,True,True,True,0.999999,0.999999,0,hp,health_shield,1.0,0.949106,0.953863,0.956894,0.050894,0.046137,0.043106,-0.046137,-0.043106
2,1,3,A3,ally,1,True,True,True,0.999999,0.999999,1,cooldown_or_energy,cooldown,0.0,-0.044823,-0.02526,-0.038775,0.044823,0.02526,0.038775,-0.02526,-0.038775
2,1,3,A3,ally,1,True,True,True,0.999999,0.999999,2,dx,position,-0.253031,-0.262087,-0.262437,-0.26672,0.009056,0.009405,0.013688,-0.009405,-0.013688
2,1,3,A3,ally,1,True,True,True,0.999999,0.999999,3,dy,position,0.064469,0.085569,0.1003,0.111176,0.021101,0.035831,0.046707,0.035831,0.046707
2,1,3,A3,ally,1,True,True,True,0.999999,0.999999,4,shield,health_shield,1.0,1.105682,1.093834,1.088655,0.105682,0.093834,0.088655,0.093834,0.088655
2,1,9,E0,enemy,,True,True,True,0.999908,0.999926,0,hp,health_shield,1.0,1.014127,1.01773,1.017597,0.014127,0.01773,0.017597,0.01773,0.017597
2,1,9,E0,enemy,,True,True,True,0.999908,0.999926,1,dx,position,0.182087,0.105109,0.101108,0.099699,0.076978,0.080979,0.082389,-0.080979,-0.082389
2,1,9,E0,enemy,,True,True,True,0.999908,0.999926,2,dy,position,0.016031,-0.016475,-0.024685,-0.02083,0.032506,0.040716,0.036861,-0.040716,-0.036861
2,1,9,E0,enemy,,True,True,True,0.999908,0.999926,3,shield,health_shield,1.0,0.971177,0.981061,0.981641,0.028823,0.018939,0.018359,-0.018939,-0.018359
2,1,10,E1,enemy,,True,True,True,0.999997,0.999997,0,hp,health_shield,1.0,1.018466,1.025027,1.024124,0.018466,0.025027,0.024124,0.025027,0.024124
2,1,10,E1,enemy,,True,True,True,0.999997,0.999997,1,dx,position,0.141461,0.091092,0.075669,0.080019,0.050368,0.065791,0.061442,-0.065791,-0.061442
2,1,10,E1,enemy,,True,True,True,0.999997,0.999997,2,dy,position,0.01211,-0.019514,-0.028501,-0.028415,0.031624,0.040611,0.040524,-0.040611,-0.040524
2,1,10,E1,enemy,,True,True,True,0.999997,0.999997,3,shield,health_shield,1.0,1.022786,0.998287,0.980929,0.022786,0.001713,0.019071,-0.001713,-0.019071
2,1,11,E2,enemy,,True,True,True,0.999998,0.999997,0,hp,health_shield,1.0,1.011939,1.027252,1.031205,0.011939,0.027252,0.031205,0.027252,0.031205
2,1,11,E2,enemy,,True,True,True,0.999998,0.999997,1,dx,position,0.182087,0.091038,0.063627,0.055174,0.091049,0.11846,0.126914,-0.11846,-0.126914
2,1,11,E2,enemy,,True,True,True,0.999998,0.999997,2,dy,position,-0.023031,-0.049669,-0.058413,-0.064357,0.026638,0.035382,0.041325,-0.035382,-0.041325
2,1,11,E2,enemy,,True,True,True,0.999998,0.999997,3,shield,health_shield,1.0,1.007739,1.000805,1.002679,0.007739,0.000805,0.002679,0.000805,0.002679
