target_timestep,transition_action_timestep,slot_idx,entity,faction,action_id_if_ally,slot_present,observed_at_input_t,observed_at_target_t,one_step_presence_score,open_loop_presence_score,feature_idx,feature,feature_group,actual,reconstruction,one_step,open_loop,recon_abs_error,one_step_abs_error,open_loop_abs_error,one_minus_actual,open_loop_minus_actual
10,9,2,A2,ally,2,True,True,True,1.0,1.0,0,hp,health_shield,1.0,0.98986,0.982992,0.967961,0.01014,0.017008,0.032039,-0.017008,-0.032039
10,9,2,A2,ally,2,True,True,True,1.0,1.0,1,cooldown_or_energy,cooldown,0.0,-0.016831,0.0292,0.034442,0.016831,0.0292,0.034442,0.0292,0.034442
10,9,2,A2,ally,2,True,True,True,1.0,1.0,2,dx,position,-0.432008,-0.414737,-0.41409,-0.403705,0.017271,0.017918,0.028303,0.017918,0.028303
10,9,2,A2,ally,2,True,True,True,1.0,1.0,3,dy,position,0.077926,0.073519,0.078553,0.100194,0.004407,0.000627,0.022268,0.000627,0.022268
10,9,2,A2,ally,2,True,True,True,1.0,1.0,4,shield,health_shield,1.0,0.975479,1.00274,0.973498,0.024521,0.00274,0.026502,0.00274,-0.026502
10,9,3,A3,ally,7,True,True,True,0.999582,0.999911,0,hp,health_shield,1.0,1.010243,1.038234,1.042588,0.010243,0.038234,0.042588,0.038234,0.042588
10,9,3,A3,ally,7,True,True,True,0.999582,0.999911,1,cooldown_or_energy,cooldown,0.673507,0.276773,0.346754,0.312936,0.396735,0.326754,0.360571,-0.326754,-0.360571
10,9,3,A3,ally,7,True,True,True,0.999582,0.999911,2,dx,position,-0.322616,-0.332243,-0.327108,-0.29494,0.009628,0.004492,0.027675,-0.004492,0.027675
10,9,3,A3,ally,7,True,True,True,0.999582,0.999911,3,dy,position,-0.020569,0.016088,0.027464,0.096425,0.036657,0.048033,0.116995,0.048033,0.116995
10,9,3,A3,ally,7,True,True,True,0.999582,0.999911,4,shield,health_shield,0.775,0.729653,0.543616,0.731344,0.045347,0.231384,0.043656,-0.231384,-0.043656
10,9,9,E0,enemy,,True,True,True,0.999969,0.99996,0,hp,health_shield,1.0,1.004157,1.006193,1.01096,0.004157,0.006193,0.01096,0.006193,0.01096
10,9,9,E0,enemy,,True,True,True,0.999969,0.99996,1,dx,position,-0.166346,-0.188549,-0.170439,-0.089538,0.022203,0.004093,0.076808,-0.004093,0.076808
10,9,9,E0,enemy,,True,True,True,0.999969,0.99996,2,dy,position,0.036397,0.020849,0.014486,-0.049496,0.015548,0.021911,0.085893,-0.021911,-0.085893
10,9,9,E0,enemy,,True,True,True,0.999969,0.99996,3,shield,health_shield,1.0,0.909565,0.909235,0.932834,0.090435,0.090765,0.067166,-0.090765,-0.067166
10,9,10,E1,enemy,,True,True,True,0.999999,0.999999,0,hp,health_shield,1.0,1.018412,1.010199,1.026183,0.018412,0.010199,0.026183,0.010199,0.026183
10,9,10,E1,enemy,,True,True,True,0.999999,0.999999,1,dx,position,-0.148737,-0.160329,-0.177324,-0.131811,0.011591,0.028587,0.016926,-0.028587,0.016926
10,9,10,E1,enemy,,True,True,True,0.999999,0.999999,2,dy,position,0.001528,-0.019647,-0.029479,-0.069571,0.021174,0.031007,0.071099,-0.031007,-0.071099
10,9,10,E1,enemy,,True,True,True,0.999999,0.999999,3,shield,health_shield,0.775,0.735665,0.907829,0.863463,0.039335,0.132829,0.088463,0.132829,0.088463
10,9,11,E2,enemy,,True,True,True,1.0,0.999998,0,hp,health_shield,1.0,1.019139,1.017659,1.009799,0.019139,0.017659,0.009799,0.017659,0.009799
10,9,11,E2,enemy,,True,True,True,1.0,0.999998,1,dx,position,-0.137826,-0.17135,-0.159318,-0.119212,0.033524,0.021491,0.018614,-0.021491,0.018614
10,9,11,E2,enemy,,True,True,True,1.0,0.999998,2,dy,position,-0.036039,-0.060052,-0.060656,-0.121334,0.024013,0.024617,0.085295,-0.024617,-0.085295
10,9,11,E2,enemy,,True,True,True,1.0,0.999998,3,shield,health_shield,0.775,0.787191,0.759329,0.892843,0.012191,0.015671,0.117843,-0.015671,0.117843
