target_timestep,transition_action_timestep,slot_idx,entity,faction,action_id_if_ally,slot_present,observed_at_input_t,observed_at_target_t,one_step_presence_score,open_loop_presence_score,feature_idx,feature,feature_group,actual,reconstruction,one_step,open_loop,recon_abs_error,one_step_abs_error,open_loop_abs_error,one_minus_actual,open_loop_minus_actual
20,19,2,A2,ally,3,True,True,True,1.0,1.0,2,dx,position,-0.377164,-0.372614,-0.368667,-0.313485,0.00455,0.008497,0.063679,0.008497,0.063679
20,19,2,A2,ally,3,True,True,True,1.0,1.0,3,dy,position,0.075063,0.087393,0.089522,0.096809,0.01233,0.014459,0.021746,0.014459,0.021746
20,19,2,A2,ally,3,True,True,True,1.0,1.0,4,shield,health_shield,1.0,0.956645,0.974104,0.991534,0.043355,0.025896,0.008466,-0.025896,-0.008466
20,19,3,A3,ally,2,True,True,True,0.999721,0.964893,0,hp,health_shield,1.0,1.009054,1.058747,0.586864,0.009054,0.058747,0.413136,0.058747,-0.413136
20,19,3,A3,ally,2,True,True,True,0.999721,0.964893,1,cooldown_or_energy,cooldown,0.0,0.111859,0.079129,0.172575,0.111859,0.079129,0.172575,0.079129,0.172575
20,19,3,A3,ally,2,True,True,True,0.999721,0.964893,2,dx,position,-0.256376,-0.262089,-0.273754,-0.225683,0.005712,0.017378,0.030694,-0.017378,0.030694
20,19,3,A3,ally,2,True,True,True,0.999721,0.964893,3,dy,position,0.016534,0.036721,0.077044,0.122222,0.020188,0.06051,0.105688,0.06051,0.105688
20,19,3,A3,ally,2,True,True,True,0.999721,0.964893,4,shield,health_shield,0.775,0.711026,0.564392,0.06444,0.063974,0.210608,0.71056,-0.210608,-0.71056
20,19,9,E0,enemy,,True,True,True,0.999998,0.999997,0,hp,health_shield,1.0,1.002928,1.004124,1.006263,0.002928,0.004124,0.006263,0.004124,0.006263
20,19,9,E0,enemy,,True,True,True,0.999998,0.999997,1,dx,position,-0.166346,-0.190557,-0.189216,-0.130517,0.024211,0.02287,0.035829,-0.02287,0.035829
20,19,9,E0,enemy,,True,True,True,0.999998,0.999997,2,dy,position,0.036397,0.020668,0.019593,-0.023987,0.015729,0.016804,0.060384,-0.016804,-0.060384
20,19,9,E0,enemy,,True,True,True,0.999998,0.999997,3,shield,health_shield,0.775,0.746194,0.713843,0.75131,0.028806,0.061157,0.02369,-0.061157,-0.02369
20,19,10,E1,enemy,,True,True,True,1.0,1.0,0,hp,health_shield,1.0,1.039621,1.027017,1.029659,0.039621,0.027017,0.029659,0.027017,0.029659
20,19,10,E1,enemy,,True,True,True,1.0,1.0,1,dx,position,-0.148737,-0.138807,-0.174058,-0.215451,0.009931,0.025321,0.066714,-0.025321,-0.066714
20,19,10,E1,enemy,,True,True,True,1.0,1.0,2,dy,position,0.001528,-0.00125,-0.004627,-0.032548,0.002778,0.006155,0.034076,-0.006155,-0.034076
20,19,10,E1,enemy,,True,True,True,1.0,1.0,3,shield,health_shield,0.55,0.527138,0.731828,0.494469,0.022862,0.181828,0.055531,0.181828,-0.055531
20,19,11,E2,enemy,,True,True,True,1.0,1.0,0,hp,health_shield,1.0,1.03823,1.035645,1.028052,0.03823,0.035645,0.028052,0.035645,0.028052
20,19,11,E2,enemy,,True,True,True,1.0,1.0,1,dx,position,-0.137826,-0.16851,-0.173293,-0.170038,0.030684,0.035467,0.032212,-0.035467,-0.032212
20,19,11,E2,enemy,,True,True,True,1.0,1.0,2,dy,position,-0.036039,-0.061839,-0.047294,-0.071034,0.0258,0.011255,0.034995,-0.011255,-0.034995
20,19,11,E2,enemy,,True,True,True,1.0,1.0,3,shield,health_shield,0.55,0.54099,0.483471,0.596185,0.00901,0.066529,0.046185,-0.066529,0.046185
